local_gov,type,county,fy_year,fy_total
Polk,Twp,Macoupin,2008,53576.2
Polk,Twp,Macoupin,2009,49978.729999999996
Polk,Twp,Macoupin,2010,49148.8
Polk,Twp,Macoupin,2011,49155.94
Polk,Twp,Macoupin,2012,47705.13
Polk,Twp,Macoupin,2013,46487.93
Polk,Twp,Macoupin,2014,48103.04
Polk,Twp,Macoupin,2015,45781.17
Polk,Twp,Macoupin,2016,52101.9
Polk,Twp,Macoupin,2017,49558.59
Polk,Twp,Macoupin,2018,49386.86
Polk,Twp,Macoupin,2019,48738.13
Polk,Twp,Macoupin,2020,73016.48
Polk,Twp,Macoupin,2021,72745.08
Polo,Muni,Ogle,2005,71590.48999999999
Polo,Muni,Ogle,2006,71740.95
Polo,Muni,Ogle,2007,71712.40999999999
Polo,Muni,Ogle,2008,68807.18000000001
Polo,Muni,Ogle,2009,63631.3
Polo,Muni,Ogle,2010,62274.229999999996
Polo,Muni,Ogle,2011,62234.06
Polo,Muni,Ogle,2012,58317.11
Polo,Muni,Ogle,2013,56794.689999999995
Polo,Muni,Ogle,2014,58720.729999999996
Polo,Muni,Ogle,2015,55515.11
Polo,Muni,Ogle,2016,60437.13
Polo,Muni,Ogle,2017,60390.89
Polo,Muni,Ogle,2018,60262.63
Polo,Muni,Ogle,2019,59400.97
Polo,Muni,Ogle,2020,88991.51
Polo,Muni,Ogle,2021,88698.36
Pomona,Twp,Jackson,2005,49143.229999999996
Pomona,Twp,Jackson,2006,49573.77
Pomona,Twp,Jackson,2007,50082.880000000005
Pomona,Twp,Jackson,2008,48520.340000000004
Pomona,Twp,Jackson,2009,45042.340000000004
Pomona,Twp,Jackson,2010,43994.24
Pomona,Twp,Jackson,2011,44000.6
Pomona,Twp,Jackson,2012,42713.47
Pomona,Twp,Jackson,2013,41631.4
Pomona,Twp,Jackson,2014,43279.729999999996
Pomona,Twp,Jackson,2015,41032.41
Pomona,Twp,Jackson,2016,44773.75
Pomona,Twp,Jackson,2017,44677.39
Pomona,Twp,Jackson,2018,44733
Pomona,Twp,Jackson,2019,44171.850000000006
Pomona,Twp,Jackson,2020,66181.42
Pomona,Twp,Jackson,2021,65935.32
Pontiac,Twp,Livingston,2005,64833.61
Pontiac,Twp,Livingston,2006,65274.619999999995
Pontiac,Twp,Livingston,2007,65921.48999999999
Pontiac,Twp,Livingston,2008,63816.59
Pontiac,Twp,Livingston,2009,57599.03
Pontiac,Twp,Livingston,2010,53802.15
Pontiac,Twp,Livingston,2011,53737.32
Pontiac,Twp,Livingston,2012,52170.44
Pontiac,Twp,Livingston,2013,50838.59
Pontiac,Twp,Livingston,2014,52595.1
Pontiac,Twp,Livingston,2015,49784.09
Pontiac,Twp,Livingston,2016,54323.75
Pontiac,Twp,Livingston,2017,54207.24
Pontiac,Twp,Livingston,2018,54274.59
Pontiac,Twp,Livingston,2019,53593.78999999999
Pontiac,Twp,Livingston,2020,80298.25
Pontiac,Twp,Livingston,2021,79999.76
Pontiac,Muni,Livingston,2005,342894.44
Pontiac,Muni,Livingston,2006,343615.09
Pontiac,Muni,Livingston,2007,343478.33999999997
Pontiac,Muni,Livingston,2008,329563.36
Pontiac,Muni,Livingston,2009,304772.57
Pontiac,Muni,Livingston,2010,298272.71
Pontiac,Muni,Livingston,2011,298080.2
Pontiac,Muni,Livingston,2012,295448.57
Pontiac,Muni,Livingston,2013,287735.58
Pontiac,Muni,Livingston,2014,297493.45
Pontiac,Muni,Livingston,2015,281252.96
Pontiac,Muni,Livingston,2016,306189.2
Pontiac,Muni,Livingston,2017,305954.89
Pontiac,Muni,Livingston,2018,305305.04
Pontiac,Muni,Livingston,2019,300939.69
Pontiac,Muni,Livingston,2020,450852.43000000005
Pontiac,Muni,Livingston,2021,449367.45
Pontoon Beach,Muni,Madison,2005,162429.77000000002
Pontoon Beach,Muni,Madison,2006,162771.17
Pontoon Beach,Muni,Madison,2007,162706.37
Pontoon Beach,Muni,Madison,2008,156114.8
Pontoon Beach,Muni,Madison,2009,144371.37999999998
Pontoon Beach,Muni,Madison,2010,141292.37
Pontoon Beach,Muni,Madison,2011,141201.17
Pontoon Beach,Muni,Madison,2012,144517.46
Pontoon Beach,Muni,Madison,2013,140744.7
Pontoon Beach,Muni,Madison,2014,145517.72
Pontoon Beach,Muni,Madison,2015,137573.73
Pontoon Beach,Muni,Madison,2016,149771.19
Pontoon Beach,Muni,Madison,2017,149656.58
Pontoon Beach,Muni,Madison,2018,149338.71000000002
Pontoon Beach,Muni,Madison,2019,147203.4
Pontoon Beach,Muni,Madison,2020,220532.63
Pontoon Beach,Muni,Madison,2021,219806.27000000002
Pontoosuc,Twp,Hancock,2005,45710.33
Pontoosuc,Twp,Hancock,2006,46107.48
Pontoosuc,Twp,Hancock,2007,46564.380000000005
Pontoosuc,Twp,Hancock,2008,45077.6
Pontoosuc,Twp,Hancock,2009,42050.78999999999
Pontoosuc,Twp,Hancock,2010,41303.689999999995
Pontoosuc,Twp,Hancock,2011,41152.33
Pontoosuc,Twp,Hancock,2012,39944.58
Pontoosuc,Twp,Hancock,2013,38932.59
Pontoosuc,Twp,Hancock,2014,40277.729999999996
Pontoosuc,Twp,Hancock,2015,38125.05
Pontoosuc,Twp,Hancock,2016,41601.54
Pontoosuc,Twp,Hancock,2017,41521.340000000004
Pontoosuc,Twp,Hancock,2018,42143.2
Pontoosuc,Twp,Hancock,2019,41537.950000000004
Pontoosuc,Twp,Hancock,2020,62181.58
Pontoosuc,Twp,Hancock,2021,61950.42
Pontoosuc,Muni,Hancock,2005,4942.26
Pontoosuc,Muni,Hancock,2006,4952.64
Pontoosuc,Muni,Hancock,2007,4950.67
Pontoosuc,Muni,Hancock,2008,4750.08
Pontoosuc,Muni,Hancock,2009,4392.83
Pontoosuc,Muni,Hancock,2010,4299.120000000001
Pontoosuc,Muni,Hancock,2011,4296.31
Pontoosuc,Muni,Hancock,2012,3615.4
Pontoosuc,Muni,Hancock,2013,3521.03
Pontoosuc,Muni,Hancock,2014,3640.42
Pontoosuc,Muni,Hancock,2015,3441.71
Pontoosuc,Muni,Hancock,2016,3746.84
Pontoosuc,Muni,Hancock,2017,3743.9700000000003
Pontoosuc,Muni,Hancock,2018,3736.03
Pontoosuc,Muni,Hancock,2019,3682.6
Pontoosuc,Muni,Hancock,2020,5517.08
Pontoosuc,Muni,Hancock,2021,5498.92
Pope,County,Pope,2005,63364.36
Pope,County,Pope,2006,64521.09
Pope,County,Pope,2007,66500.65000000001
Pope,County,Pope,2008,59710.119999999995
Pope,County,Pope,2009,55722.380000000005
Pope,County,Pope,2010,48311.75
Pope,County,Pope,2011,49562.350000000006
Pope,County,Pope,2012,50329.28999999999
Pope,County,Pope,2013,51419.13
Pope,County,Pope,2014,57414.619999999995
Pope,County,Pope,2015,53538.18
Pope,County,Pope,2016,56120.78
Pope,County,Pope,2017,52116.74
Pope,County,Pope,2018,53131.810000000005
Pope,County,Pope,2019,51795.24
Pope,County,Pope,2020,79354.93
Pope,County,Pope,2021,83738.73
Pope,Twp,Fayette,2005,53805.850000000006
Pope,Twp,Fayette,2006,54282.98
Pope,Twp,Fayette,2007,54819.850000000006
Pope,Twp,Fayette,2008,52990.06
Pope,Twp,Fayette,2009,49748.39
Pope,Twp,Fayette,2010,49039.659999999996
Pope,Twp,Fayette,2011,48759.96
Pope,Twp,Fayette,2012,47102.759999999995
Pope,Twp,Fayette,2013,45900.28
Pope,Twp,Fayette,2014,47486.17
Pope,Twp,Fayette,2015,44948.159999999996
Pope,Twp,Fayette,2016,49046.8
Pope,Twp,Fayette,2017,48941.58
Pope,Twp,Fayette,2018,49002.47
Pope,Twp,Fayette,2019,48387.840000000004
Pope,Twp,Fayette,2020,72498.23999999999
Pope,Twp,Fayette,2021,72228.75
Poplar Grove,Twp,Boone,2005,34140.159999999996
Poplar Grove,Twp,Boone,2006,34440.51
Poplar Grove,Twp,Boone,2007,34781.840000000004
Poplar Grove,Twp,Boone,2008,33671.189999999995
Poplar Grove,Twp,Boone,2009,31410.35
Poplar Grove,Twp,Boone,2010,29425.23
Poplar Grove,Twp,Boone,2011,27954.72
Poplar Grove,Twp,Boone,2012,27136.36
Poplar Grove,Twp,Boone,2013,26443.6
Poplar Grove,Twp,Boone,2014,27357.23
Poplar Grove,Twp,Boone,2015,25895.35
Poplar Grove,Twp,Boone,2016,28256.51
Poplar Grove,Twp,Boone,2017,28072.22
Poplar Grove,Twp,Boone,2018,27437.82
Poplar Grove,Twp,Boone,2019,27093.51
Poplar Grove,Twp,Boone,2020,40591.74
Poplar Grove,Twp,Boone,2021,40440.37
Poplar Grove,Muni,Boone,2005,61854.04
Poplar Grove,Muni,Boone,2006,85150.76
Poplar Grove,Muni,Boone,2007,85116.87000000001
Poplar Grove,Muni,Boone,2008,81668.57
Poplar Grove,Muni,Boone,2009,75525.23
Poplar Grove,Muni,Boone,2010,73914.52
Poplar Grove,Muni,Boone,2011,73866.82
Poplar Grove,Muni,Boone,2012,124385.06
Poplar Grove,Muni,Boone,2013,121137.85
Poplar Grove,Muni,Boone,2014,125245.98
Poplar Grove,Muni,Boone,2015,118408.66
Poplar Grove,Muni,Boone,2016,128906.9
Poplar Grove,Muni,Boone,2017,128808.27
Poplar Grove,Muni,Boone,2018,128534.69
Poplar Grove,Muni,Boone,2019,126696.85
Poplar Grove,Muni,Boone,2020,189810.72
Poplar Grove,Muni,Boone,2021,189185.55
Port Barrington,Muni,McHenry,2005,23237.29
Port Barrington,Muni,McHenry,2006,40537.09
Port Barrington,Muni,McHenry,2007,46177.340000000004
Port Barrington,Muni,McHenry,2008,44306.619999999995
Port Barrington,Muni,McHenry,2009,40973.75
Port Barrington,Muni,McHenry,2010,40099.91
Port Barrington,Muni,McHenry,2011,40073.99
Port Barrington,Muni,McHenry,2012,37565.619999999995
Port Barrington,Muni,McHenry,2013,36584.94
Port Barrington,Muni,McHenry,2014,37825.64
Port Barrington,Muni,McHenry,2015,35760.689999999995
Port Barrington,Muni,McHenry,2016,38931.28
Port Barrington,Muni,McHenry,2017,38901.48
Port Barrington,Muni,McHenry,2018,38818.87
Port Barrington,Muni,McHenry,2019,38263.8
Port Barrington,Muni,McHenry,2020,57324.89
Port Barrington,Muni,McHenry,2021,57136.06
Port Byron,Muni,Rock Island,2005,44364.689999999995
Port Byron,Muni,Rock Island,2006,44457.97
Port Byron,Muni,Rock Island,2007,44440.27
Port Byron,Muni,Rock Island,2008,42639.89
Port Byron,Muni,Rock Island,2009,39432.380000000005
Port Byron,Muni,Rock Island,2010,38591.4
Port Byron,Muni,Rock Island,2011,38566.53
Port Byron,Muni,Rock Island,2012,40784.83
Port Byron,Muni,Rock Island,2013,39720.09
Port Byron,Muni,Rock Island,2014,41067.11
Port Byron,Muni,Rock Island,2015,38825.2
Port Byron,Muni,Rock Island,2016,42267.49
Port Byron,Muni,Rock Island,2017,42235.159999999996
Port Byron,Muni,Rock Island,2018,42145.44
Port Byron,Muni,Rock Island,2019,41542.83
Port Byron,Muni,Rock Island,2020,62237.350000000006
Port Byron,Muni,Rock Island,2021,62032.380000000005
Portland,Twp,Whiteside,2005,60809.42
Portland,Twp,Whiteside,2006,61337.719999999994
Portland,Twp,Whiteside,2007,61869.47
Portland,Twp,Whiteside,2008,59787.4
Portland,Twp,Whiteside,2009,55783.82
Portland,Twp,Whiteside,2010,54852.94
Portland,Twp,Whiteside,2011,54865.43
Portland,Twp,Whiteside,2012,53240.950000000004
Portland,Twp,Whiteside,2013,51860.1
Portland,Twp,Whiteside,2014,53649.4
Portland,Twp,Whiteside,2015,50781.759999999995
Portland,Twp,Whiteside,2016,55412.4
Portland,Twp,Whiteside,2017,55293.86
Portland,Twp,Whiteside,2018,55363.01
Portland,Twp,Whiteside,2019,54668.44
Portland,Twp,Whiteside,2020,81908.12000000001
Portland,Twp,Whiteside,2021,81603.25
Posen,Muni,Cook,2005,136706.91999999998
Posen,Muni,Cook,2006,136994.21000000002
Posen,Muni,Cook,2007,136939.69
Posen,Muni,Cook,2008,131392
Posen,Muni,Cook,2009,121508.28
Posen,Muni,Cook,2010,118916.89
Posen,Muni,Cook,2011,118840.15000000001
Posen,Muni,Cook,2012,148256.7
Posen,Muni,Cook,2013,144386.3
Posen,Muni,Cook,2014,149282.81999999998
Posen,Muni,Cook,2015,141133.3
Posen,Muni,Cook,2016,153646.36
Posen,Muni,Cook,2017,153528.78
Posen,Muni,Cook,2018,153202.68
Posen,Muni,Cook,2019,151012.15
Posen,Muni,Cook,2020,226238.68
Posen,Muni,Cook,2021,225493.51
Potomac,Muni,Vermilion,2005,19682.34
Potomac,Muni,Vermilion,2006,19723.68
Potomac,Muni,Vermilion,2007,19715.829999999998
Potomac,Muni,Vermilion,2008,18917.12
Potomac,Muni,Vermilion,2009,17494.09
Potomac,Muni,Vermilion,2010,17121.02
Potomac,Muni,Vermilion,2011,17109.980000000003
Potomac,Muni,Vermilion,2012,18572.32
Potomac,Muni,Vermilion,2013,18087.49
Potomac,Muni,Vermilion,2014,18700.86
Potomac,Muni,Vermilion,2015,17679.960000000003
Potomac,Muni,Vermilion,2016,19247.5
Potomac,Muni,Vermilion,2017,19232.760000000002
Potomac,Muni,Vermilion,2018,19191.93
Potomac,Muni,Vermilion,2019,18917.51
Potomac,Muni,Vermilion,2020,28341.25
Potomac,Muni,Vermilion,2021,28247.88
Prairie,Twp,Crawford,2005,77000.70999999999
Prairie,Twp,Crawford,2006,77627.77
Prairie,Twp,Crawford,2007,78400.59
Prairie,Twp,Crawford,2008,75897.20999999999
Prairie,Twp,Crawford,2009,71073.26
Prairie,Twp,Crawford,2010,70269.65000000001
Prairie,Twp,Crawford,2011,70279.83
Prairie,Twp,Crawford,2012,68208.72
Prairie,Twp,Crawford,2013,66467.43999999999
Prairie,Twp,Crawford,2014,68763.9
Prairie,Twp,Crawford,2015,65088.74
Prairie,Twp,Crawford,2016,71024.03
Prairie,Twp,Crawford,2017,70829.02
Prairie,Twp,Crawford,2018,70895.6
Prairie,Twp,Crawford,2019,70006.35
Prairie,Twp,Crawford,2020,104888.62000000001
Prairie,Twp,Crawford,2021,104498.62000000001
Prairie,Twp,Edgar,2005,83443.79
Prairie,Twp,Edgar,2006,84168.77
Prairie,Twp,Edgar,2007,85002.88
Prairie,Twp,Edgar,2008,82288.70999999999
Prairie,Twp,Edgar,2009,76763.36
Prairie,Twp,Edgar,2010,75488.65000000001
Prairie,Twp,Edgar,2011,75499.58
Prairie,Twp,Edgar,2012,73271.27
Prairie,Twp,Edgar,2013,71400.73999999999
Prairie,Twp,Edgar,2014,73867.68000000001
Prairie,Twp,Edgar,2015,69919.73
Prairie,Twp,Edgar,2016,76295.51
Prairie,Twp,Edgar,2017,76131.86
Prairie,Twp,Edgar,2018,76226.45
Prairie,Twp,Edgar,2019,75270.33
Prairie,Twp,Edgar,2020,116939.43
Prairie,Twp,Edgar,2021,126722.23
Prairie,Twp,Hancock,2005,74213.42
Prairie,Twp,Hancock,2006,74858.18000000001
Prairie,Twp,Hancock,2007,75600.06
Prairie,Twp,Hancock,2008,73186.11
Prairie,Twp,Hancock,2009,68271.95999999999
Prairie,Twp,Hancock,2010,67128.47
Prairie,Twp,Hancock,2011,67135.05
Prairie,Twp,Hancock,2012,65154.310000000005
Prairie,Twp,Hancock,2013,63503.58
Prairie,Twp,Hancock,2014,65697.69
Prairie,Twp,Hancock,2015,62186.41
Prairie,Twp,Hancock,2016,67845.2
Prairie,Twp,Hancock,2017,67713.11
Prairie,Twp,Hancock,2018,67667.57
Prairie,Twp,Hancock,2019,66571.98999999999
Prairie,Twp,Hancock,2020,99733.52
Prairie,Twp,Hancock,2021,99362.78
Prairie,Twp,Shelby,2005,123527.59
Prairie,Twp,Shelby,2006,124600.82
Prairie,Twp,Shelby,2007,125835.63
Prairie,Twp,Shelby,2008,121817.66
Prairie,Twp,Shelby,2009,113638.07
Prairie,Twp,Shelby,2010,111751.08
Prairie,Twp,Shelby,2011,111767.23
Prairie,Twp,Shelby,2012,108457.09
Prairie,Twp,Shelby,2013,105687.22
Prairie,Twp,Shelby,2014,109338.77
Prairie,Twp,Shelby,2015,103495.03
Prairie,Twp,Shelby,2016,112932.45999999999
Prairie,Twp,Shelby,2017,112690.23999999999
Prairie,Twp,Shelby,2018,112536.25
Prairie,Twp,Shelby,2019,110483.40999999999
Prairie,Twp,Shelby,2020,165524.91
Prairie,Twp,Shelby,2021,164922.61000000002
Prairie City,Twp,McDonough,2005,31992.940000000002
Prairie City,Twp,McDonough,2006,32270.91
Prairie City,Twp,McDonough,2007,32590.73
Prairie City,Twp,McDonough,2008,31550.09
Prairie City,Twp,McDonough,2009,29431.64
Prairie City,Twp,McDonough,2010,28942.91
Prairie City,Twp,McDonough,2011,28947.1
Prairie City,Twp,McDonough,2012,28086.829999999998
Prairie City,Twp,McDonough,2013,27369.84
Prairie City,Twp,McDonough,2014,28315.440000000002
Prairie City,Twp,McDonough,2015,26802.07
Prairie City,Twp,McDonough,2016,29246.02
Prairie City,Twp,McDonough,2017,29183.2
Prairie City,Twp,McDonough,2018,29219.460000000003
Prairie City,Twp,McDonough,2019,28852.95
Prairie City,Twp,McDonough,2020,43229.64
Prairie City,Twp,McDonough,2021,43068.950000000004
Prairie City,Muni,McDonough,2005,13323.869999999999
Prairie City,Muni,McDonough,2006,13351.88
Prairie City,Muni,McDonough,2007,13346.55
Prairie City,Muni,McDonough,2008,12805.869999999999
Prairie City,Muni,McDonough,2009,11842.54
Prairie City,Muni,McDonough,2010,11590
Prairie City,Muni,McDonough,2011,11582.52
Prairie City,Muni,McDonough,2012,9385.220000000001
Prairie City,Muni,McDonough,2013,9140.210000000001
Prairie City,Muni,McDonough,2014,9450.16
Prairie City,Muni,McDonough,2015,8934.28
Prairie City,Muni,McDonough,2016,9726.4
Prairie City,Muni,McDonough,2017,9718.949999999999
Prairie City,Muni,McDonough,2018,9698.31
Prairie City,Muni,McDonough,2019,9559.65
Prairie City,Muni,McDonough,2020,14321.77
Prairie City,Muni,McDonough,2021,14274.57
Prairie Creek,Twp,Logan,2005,89340.98
Prairie Creek,Twp,Logan,2006,90117.2
Prairie Creek,Twp,Logan,2007,91010.26
Prairie Creek,Twp,Logan,2008,88104.27
Prairie Creek,Twp,Logan,2009,82188.43
Prairie Creek,Twp,Logan,2010,80823.64
Prairie Creek,Twp,Logan,2011,80835.33
Prairie Creek,Twp,Logan,2012,79746.66
Prairie Creek,Twp,Logan,2013,77713.19
Prairie Creek,Twp,Logan,2014,79972.61
Prairie Creek,Twp,Logan,2015,75709.51
Prairie Creek,Twp,Logan,2016,82613.43999999999
Prairie Creek,Twp,Logan,2017,83344.42
Prairie Creek,Twp,Logan,2018,83443.45
Prairie Creek,Twp,Logan,2019,82363.18000000001
Prairie Creek,Twp,Logan,2020,122733.98
Prairie Creek,Twp,Logan,2021,122277.76
Prairie Du Rocher,Muni,Randolph,2005,17716.97
Prairie Du Rocher,Muni,Randolph,2006,17754.25
Prairie Du Rocher,Muni,Randolph,2007,17747.17
Prairie Du Rocher,Muni,Randolph,2008,17028.2
Prairie Du Rocher,Muni,Randolph,2009,15747.240000000002
Prairie Du Rocher,Muni,Randolph,2010,15411.449999999999
Prairie Du Rocher,Muni,Randolph,2011,15401.5
Prairie Du Rocher,Muni,Randolph,2012,14956.9
Prairie Du Rocher,Muni,Randolph,2013,14566.449999999999
Prairie Du Rocher,Muni,Randolph,2014,15060.43
Prairie Du Rocher,Muni,Randolph,2015,14238.26
Prairie Du Rocher,Muni,Randolph,2016,15500.640000000001
Prairie Du Rocher,Muni,Randolph,2017,15488.77
Prairie Du Rocher,Muni,Randolph,2018,15455.9
Prairie Du Rocher,Muni,Randolph,2019,15234.9
Prairie Du Rocher,Muni,Randolph,2020,22824.17
Prairie Du Rocher,Muni,Randolph,2021,22748.95
Prairie Dulong,Twp,St Clair,2005,52513.229999999996
Prairie Dulong,Twp,St Clair,2006,52965.9
Prairie Dulong,Twp,St Clair,2007,53494.4
Prairie Dulong,Twp,St Clair,2008,51537.2
Prairie Dulong,Twp,St Clair,2009,47580.7
Prairie Dulong,Twp,St Clair,2010,45499.06
Prairie Dulong,Twp,St Clair,2011,45461.13
Prairie Dulong,Twp,St Clair,2012,44120.51
Prairie Dulong,Twp,St Clair,2013,42994.1
Prairie Dulong,Twp,St Clair,2014,44479.5
Prairie Dulong,Twp,St Clair,2015,42102.729999999996
Prairie Dulong,Twp,St Clair,2016,45941.99
Prairie Dulong,Twp,St Clair,2017,45843.229999999996
Prairie Dulong,Twp,St Clair,2018,45900.07
Prairie Dulong,Twp,St Clair,2019,45324.3
Prairie Dulong,Twp,St Clair,2020,67908.55
Prairie Dulong,Twp,St Clair,2021,67655.98999999999
Prairie Green,Twp,Iroquois,2005,94996.03
Prairie Green,Twp,Iroquois,2006,95821.37000000001
Prairie Green,Twp,Iroquois,2007,96770.93999999999
Prairie Green,Twp,Iroquois,2008,93681.01
Prairie Green,Twp,Iroquois,2009,87390.73
Prairie Green,Twp,Iroquois,2010,85939.55
Prairie Green,Twp,Iroquois,2011,85951.95999999999
Prairie Green,Twp,Iroquois,2012,83415.17000000001
Prairie Green,Twp,Iroquois,2013,81285.67000000001
Prairie Green,Twp,Iroquois,2014,83965.56
Prairie Green,Twp,Iroquois,2015,79241.56
Prairie Green,Twp,Iroquois,2016,86467.39
Prairie Green,Twp,Iroquois,2017,86281.90999999999
Prairie Green,Twp,Iroquois,2018,86389.1
Prairie Green,Twp,Iroquois,2019,85305.51
Prairie Green,Twp,Iroquois,2020,127811.08
Prairie Green,Twp,Iroquois,2021,127336
Prairie Grove,Muni,McHenry,2005,27746
Prairie Grove,Muni,McHenry,2006,27804.329999999998
Prairie Grove,Muni,McHenry,2007,27793.25
Prairie Grove,Muni,McHenry,2008,43927.880000000005
Prairie Grove,Muni,McHenry,2009,44133.46
Prairie Grove,Muni,McHenry,2010,43192.229999999996
Prairie Grove,Muni,McHenry,2011,43164.340000000004
Prairie Grove,Muni,McHenry,2012,47148.94
Prairie Grove,Muni,McHenry,2013,45918.08
Prairie Grove,Muni,McHenry,2014,47475.28999999999
Prairie Grove,Muni,McHenry,2015,44883.54
Prairie Grove,Muni,McHenry,2016,48862.99
Prairie Grove,Muni,McHenry,2017,48825.56
Prairie Grove,Muni,McHenry,2018,48721.880000000005
Prairie Grove,Muni,McHenry,2019,48025.229999999996
Prairie Grove,Muni,McHenry,2020,71949
Prairie Grove,Muni,McHenry,2021,71711.98
Prairieton,Twp,Christian,2005,76991.07
Prairieton,Twp,Christian,2006,77660
Prairieton,Twp,Christian,2007,78429.62000000001
Prairieton,Twp,Christian,2008,75925.3
Prairieton,Twp,Christian,2009,70809.31
Prairieton,Twp,Christian,2010,69980.31
Prairieton,Twp,Christian,2011,70022.07
Prairieton,Twp,Christian,2012,67950.98999999999
Prairieton,Twp,Christian,2013,66217.26
Prairieton,Twp,Christian,2014,68505.12000000001
Prairieton,Twp,Christian,2015,64843.78
Prairieton,Twp,Christian,2016,70775.40999999999
Prairieton,Twp,Christian,2017,70643.98999999999
Prairieton,Twp,Christian,2018,70731.84
Prairieton,Twp,Christian,2019,69844.7
Prairieton,Twp,Christian,2020,104646.58
Prairieton,Twp,Christian,2021,104257.65000000001
Preemption,Twp,Mercer,2005,75110.81
Preemption,Twp,Mercer,2006,75763.40999999999
Preemption,Twp,Mercer,2007,76514.2
Preemption,Twp,Mercer,2008,74071.08
Preemption,Twp,Mercer,2009,69097.52
Preemption,Twp,Mercer,2010,67950.11
Preemption,Twp,Mercer,2011,67959.93999999999
Preemption,Twp,Mercer,2012,65946.76
Preemption,Twp,Mercer,2013,64263.219999999994
Preemption,Twp,Mercer,2014,66483.55
Preemption,Twp,Mercer,2015,62930.25
Preemption,Twp,Mercer,2016,68668.72
Preemption,Twp,Mercer,2017,68521.47
Preemption,Twp,Mercer,2018,68606.61
Preemption,Twp,Mercer,2019,67746.08
Preemption,Twp,Mercer,2020,101502.22
Preemption,Twp,Mercer,2021,101125.13
Preston,Twp,Richland,2005,90779.68000000001
Preston,Twp,Richland,2006,91927.59
Preston,Twp,Richland,2007,93696.42
Preston,Twp,Richland,2008,91756.55
Preston,Twp,Richland,2009,85595.47
Preston,Twp,Richland,2010,84174.12000000001
Preston,Twp,Richland,2011,84186.3
Preston,Twp,Richland,2012,81701.57
Preston,Twp,Richland,2013,79615.83
Preston,Twp,Richland,2014,82366.61
Preston,Twp,Richland,2015,77964.42
Preston,Twp,Richland,2016,85042.72
Preston,Twp,Richland,2017,84826.34
Preston,Twp,Richland,2018,84931.73
Preston,Twp,Richland,2019,83815
Preston,Twp,Richland,2020,125378.87000000001
Preston,Twp,Richland,2021,124631.62000000001
Princeton,Twp,Bureau,2005,59926.27
Princeton,Twp,Bureau,2006,60446.92
Princeton,Twp,Bureau,2007,61045.94
Princeton,Twp,Bureau,2008,59096.74
Princeton,Twp,Bureau,2009,54988.01
Princeton,Twp,Bureau,2010,54032.77
Princeton,Twp,Bureau,2011,54040.6
Princeton,Twp,Bureau,2012,52450.94
Princeton,Twp,Bureau,2013,51339.86
Princeton,Twp,Bureau,2014,53101.119999999995
Princeton,Twp,Bureau,2015,49698.450000000004
Princeton,Twp,Bureau,2016,54620.83
Princeton,Twp,Bureau,2017,54503.65
Princeton,Twp,Bureau,2018,54571.4
Princeton,Twp,Bureau,2019,53774.13
Princeton,Twp,Bureau,2020,80583.13
Princeton,Twp,Bureau,2021,80283.58
Princeton,Muni,Bureau,2005,216794.59
Princeton,Muni,Bureau,2006,217250.28
Princeton,Muni,Bureau,2007,217163.78
Princeton,Muni,Bureau,2008,208366.06
Princeton,Muni,Bureau,2009,192692.07
Princeton,Muni,Bureau,2010,188582.56
Princeton,Muni,Bureau,2011,188460.86
Princeton,Muni,Bureau,2012,189685.37
Princeton,Muni,Bureau,2013,184733.41999999998
Princeton,Muni,Bureau,2014,190998.23
Princeton,Muni,Bureau,2015,180571.43
Princeton,Muni,Bureau,2016,196581.11000000002
Princeton,Muni,Bureau,2017,196430.7
Princeton,Muni,Bureau,2018,196013.44
Princeton,Muni,Bureau,2019,193210.78
Princeton,Muni,Bureau,2020,289458.56
Princeton,Muni,Bureau,2021,288505.13999999996
Princeville,Twp,Peoria,2005,66834.79
Princeville,Twp,Peoria,2006,67418.98
Princeville,Twp,Peoria,2007,68098.07
Princeville,Twp,Peoria,2008,65913.27
Princeville,Twp,Peoria,2009,61483.33
Princeville,Twp,Peoria,2010,60450.229999999996
Princeville,Twp,Peoria,2011,60458.91
Princeville,Twp,Peoria,2012,58679.63
Princeville,Twp,Peoria,2013,57167.2
Princeville,Twp,Peoria,2014,59135.3
Princeville,Twp,Peoria,2015,56114.65
Princeville,Twp,Peoria,2016,63627.4
Princeville,Twp,Peoria,2017,63489.3
Princeville,Twp,Peoria,2018,63567.82
Princeville,Twp,Peoria,2019,62770.48
Princeville,Twp,Peoria,2020,94047.39
Princeville,Twp,Peoria,2021,93697.81
Princeville,Muni,Peoria,2005,46850.3
Princeville,Muni,Peoria,2006,46948.8
Princeville,Muni,Peoria,2007,46930.07
Princeville,Muni,Peoria,2008,45028.840000000004
Princeville,Muni,Peoria,2009,41641.64
Princeville,Muni,Peoria,2010,40753.55
Princeville,Muni,Peoria,2011,40727.25
Princeville,Muni,Peoria,2012,43038.28
Princeville,Muni,Peoria,2013,41914.71
Princeville,Muni,Peoria,2014,43336.13
Princeville,Muni,Peoria,2015,40970.39
Princeville,Muni,Peoria,2016,44602.86
Princeville,Muni,Peoria,2017,44568.74
Princeville,Muni,Peoria,2018,44474.09
Princeville,Muni,Peoria,2019,43838.18
Princeville,Muni,Peoria,2020,65676.14
Princeville,Muni,Peoria,2021,65459.78999999999
Prophetstown,Twp,Whiteside,2005,89113.06
